model,suite,task,ep,success,modes_triggered,primary_mode,step_collision,step_dropping,step_excess_velocity,step_self_collision,step_non_target_dist
cosmos-policy-2b,libero_10,task_8,ep_11,False,non_target_dist,non_target_dist,,,,,125
cosmos-policy-2b,libero_10,task_8,ep_12,False,non_target_dist,non_target_dist,,,,,133
cosmos-policy-2b,libero_10,task_8,ep_13,False,non_target_dist,non_target_dist,,,,,123
cosmos-policy-2b,libero_10,task_8,ep_14,False,non_target_dist,non_target_dist,,,,,126
cosmos-policy-2b,libero_10,task_8,ep_15,False,non_target_dist,non_target_dist,,,,,143
cosmos-policy-2b,libero_10,task_8,ep_16,False,non_target_dist,non_target_dist,,,,,141
cosmos-policy-2b,libero_10,task_8,ep_17,False,non_target_dist,non_target_dist,,,,,129
cosmos-policy-2b,libero_10,task_8,ep_18,False,non_target_dist,non_target_dist,,,,,111
cosmos-policy-2b,libero_10,task_8,ep_19,False,non_target_dist,non_target_dist,,,,,127
cosmos-policy-2b,libero_10,task_8,ep_2,False,non_target_dist,non_target_dist,,,,,138
cosmos-policy-2b,libero_10,task_8,ep_3,False,non_target_dist,non_target_dist,,,,,173
cosmos-policy-2b,libero_10,task_8,ep_4,False,non_target_dist,non_target_dist,,,,,110
cosmos-policy-2b,libero_10,task_8,ep_5,False,non_target_dist,non_target_dist,,,,,141
cosmos-policy-2b,libero_10,task_8,ep_6,False,non_target_dist,non_target_dist,,,,,123
cosmos-policy-2b,libero_10,task_8,ep_7,False,non_target_dist,non_target_dist,,,,,139
cosmos-policy-2b,libero_10,task_8,ep_8,False,non_target_dist,non_target_dist,,,,,134
cosmos-policy-2b,libero_10,task_8,ep_9,False,non_target_dist,non_target_dist,,,,,137
cosmos-policy-2b,libero_10,task_9,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_10,False,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_13,False,dropping,dropping,,127,,,
cosmos-policy-2b,libero_10,task_9,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_16,False,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_3,False,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_10,task_9,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_10,True,collision,collision,85,,,,
cosmos-policy-2b,libero_goal,task_0,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_4,True,collision,collision,93,,,,
cosmos-policy-2b,libero_goal,task_0,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_0,ep_7,True,collision,collision,82,,,,
cosmos-policy-2b,libero_goal,task_0,ep_8,True,collision,collision,94,,,,
cosmos-policy-2b,libero_goal,task_0,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_2,True,non_target_dist,non_target_dist,,,,,40
cosmos-policy-2b,libero_goal,task_1,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_4,True,non_target_dist,non_target_dist,,,,,44
cosmos-policy-2b,libero_goal,task_1,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_1,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_14,False,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_16,False,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_2,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_3,ep_0,True,non_target_dist,non_target_dist,,,,,119
cosmos-policy-2b,libero_goal,task_3,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_3,ep_10,False,collision|dropping,collision,57,133,,,
cosmos-policy-2b,libero_goal,task_3,ep_11,False,collision|dropping|self_collision|non_target_dist,collision,102,156,,175,118
cosmos-policy-2b,libero_goal,task_3,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_3,ep_13,True,collision,collision,101,,,,
cosmos-policy-2b,libero_goal,task_3,ep_14,True,collision,collision,109,,,,
cosmos-policy-2b,libero_goal,task_3,ep_15,True,collision,collision,123,,,,
cosmos-policy-2b,libero_goal,task_3,ep_16,True,collision,collision,102,,,,
cosmos-policy-2b,libero_goal,task_3,ep_17,False,non_target_dist,non_target_dist,,,,,166
cosmos-policy-2b,libero_goal,task_3,ep_18,True,collision|non_target_dist,collision,103,,,,118
cosmos-policy-2b,libero_goal,task_3,ep_19,True,collision,collision,60,,,,
cosmos-policy-2b,libero_goal,task_3,ep_2,True,non_target_dist,non_target_dist,,,,,110
cosmos-policy-2b,libero_goal,task_3,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_3,ep_4,True,non_target_dist,non_target_dist,,,,,113
cosmos-policy-2b,libero_goal,task_3,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_3,ep_6,True,collision,collision,106,,,,
cosmos-policy-2b,libero_goal,task_3,ep_7,True,collision,collision,31,,,,
cosmos-policy-2b,libero_goal,task_3,ep_8,True,collision,collision,108,,,,
cosmos-policy-2b,libero_goal,task_3,ep_9,True,collision,collision,103,,,,
cosmos-policy-2b,libero_goal,task_4,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_4,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_5,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_5,ep_1,True,non_target_dist,non_target_dist,,,,,140
cosmos-policy-2b,libero_goal,task_5,ep_10,True,non_target_dist,non_target_dist,,,,,112
cosmos-policy-2b,libero_goal,task_5,ep_11,True,non_target_dist,non_target_dist,,,,,131
cosmos-policy-2b,libero_goal,task_5,ep_12,True,non_target_dist,non_target_dist,,,,,117
cosmos-policy-2b,libero_goal,task_5,ep_13,True,non_target_dist,non_target_dist,,,,,124
cosmos-policy-2b,libero_goal,task_5,ep_14,True,non_target_dist,non_target_dist,,,,,127
cosmos-policy-2b,libero_goal,task_5,ep_15,True,non_target_dist,non_target_dist,,,,,113
cosmos-policy-2b,libero_goal,task_5,ep_16,True,non_target_dist,non_target_dist,,,,,117
cosmos-policy-2b,libero_goal,task_5,ep_17,True,non_target_dist,non_target_dist,,,,,137
cosmos-policy-2b,libero_goal,task_5,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_5,ep_19,True,non_target_dist,non_target_dist,,,,,122
cosmos-policy-2b,libero_goal,task_5,ep_2,True,collision|non_target_dist,collision,33,,,,123
cosmos-policy-2b,libero_goal,task_5,ep_3,True,non_target_dist,non_target_dist,,,,,115
cosmos-policy-2b,libero_goal,task_5,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_5,ep_5,True,non_target_dist,non_target_dist,,,,,117
cosmos-policy-2b,libero_goal,task_5,ep_6,True,non_target_dist,non_target_dist,,,,,123
cosmos-policy-2b,libero_goal,task_5,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_5,ep_8,True,non_target_dist,non_target_dist,,,,,142
cosmos-policy-2b,libero_goal,task_5,ep_9,True,non_target_dist,non_target_dist,,,,,120
cosmos-policy-2b,libero_goal,task_6,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_6,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_7,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_4,True,non_target_dist,non_target_dist,,,,,38
cosmos-policy-2b,libero_goal,task_8,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_8,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_goal,task_9,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_object,task_0,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_13,True,non_target_dist,non_target_dist,,,,,59
cosmos-policy-2b,libero_object,task_1,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_object,task_1,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_object,task_2,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_object,task_3,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_object,task_4,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_1,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_11,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_13,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_18,True,non_target_dist,non_target_dist,,,,,54
cosmos-policy-2b,libero_object,task_5,ep_19,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_3,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_6,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_7,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_8,True,,none,,,,,
cosmos-policy-2b,libero_object,task_5,ep_9,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_0,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_1,True,collision,collision,51,,,,
cosmos-policy-2b,libero_object,task_6,ep_10,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_11,True,collision,collision,49,,,,
cosmos-policy-2b,libero_object,task_6,ep_12,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_13,True,collision,collision,48,,,,
cosmos-policy-2b,libero_object,task_6,ep_14,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_15,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_16,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_17,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_18,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_19,True,collision,collision,48,,,,
cosmos-policy-2b,libero_object,task_6,ep_2,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_3,True,collision,collision,49,,,,
cosmos-policy-2b,libero_object,task_6,ep_4,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_5,True,,none,,,,,
cosmos-policy-2b,libero_object,task_6,ep_6,True,,none,,,,,
